Designator,Footprint,Quantity,Value,LCSC Part #
"J1_25, J1_24, J1_23, J1_22, J1_21, J1_20, J1_19, J1_18, J1_17, J1_16, J1_15, J1_14, J1_13, J1_12, J1_11, J1_10, J1_9, J1_8, J1_7, J1_6, J1_5, J1_4, J1_3, J1_2, J1, J2_25, J2_24, J2_23, J2_22, J2_21, J2_20, J2_19, J2_18, J2_17, J2_16, J2_15, J2_14, J2_13, J2_12, J2_11, J2_10, J2_9, J2_8, J2_7, J2_6, J2_5, J2_4, J2_3, J2_2, J2, J3_25, J3_24, J3_23, J3_22, J3_21, J3_20, J3_19, J3_18, J3_17, J3_16, J3_15, J3_14, J3_13, J3_12, J3_11, J3_10, J3_9, J3_8, J3_7, J3_6, J3_5, J3_4, J3_3, J3_2, J3, J4_25, J4_24, J4_23, J4_22, J4_21, J4_20, J4_19, J4_18, J4_17, J4_16, J4_15, J4_14, J4_13, J4_12, J4_11, J4_10, J4_9, J4_8, J4_7, J4_6, J4_5, J4_4, J4_3, J4_2, J4, J5_25, J5_24, J5_23, J5_22, J5_21, J5_20, J5_19, J5_18, J5_17, J5_16, J5_15, J5_14, J5_13, J5_12, J5_11, J5_10, J5_9, J5_8, J5_7, J5_6, J5_5, J5_4, J5_3, J5_2, J5",pin_pad,125,Conn_01x01_Pin,
"U2_25, U2_24, U2_23, U2_22, U2_21, U2_20, U2_19, U2_18, U2_17, U2_16, U2_15, U2_14, U2_13, U2_12, U2_11, U2_10, U2_9, U2_8, U2_7, U2_6, U2_5, U2_4, U2_3, U2_2, U2",SOT-23-5,25,MCP73831-5-OT,
